GITTER_ID_100m;x_mp_100m;y_mp_100m;Insgesamt_Bevoelkerung;Unter3;a3bis5;a6bis9;a10bis15;a16bis18;a19bis24;a25bis39;a40bis59;a60bis66;a67bis74;a75undaelter
CRS3035RES100mN3262600E4557700;4557750;3262650;3;–;–;–;–;–;–;–;–;3;–;–
CRS3035RES100mN3262600E4557800;4557850;3262650;19;–;–;–;–;–;–;3;7;–;–;3
CRS3035RES100mN3262600E4557900;4557950;3262650;46;–;–;–;4;3;9;4;13;3;3;6
CRS3035RES100mN3262600E4558000;4558050;3262650;44;–;–;3;3;–;4;14;9;–;3;5
CRS3035RES100mN3262600E4558100;4558150;3262650;67;4;3;4;5;4;4;12;23;3;3;8
CRS3035RES100mN3262600E4558200;4558250;3262650;38;–;–;3;3;3;3;3;13;–;4;4
CRS3035RES100mN3262600E4558300;4558350;3262650;27;–;–;–;–;–;–;5;5;–;–;6
CRS3035RES100mN3262600E4558400;4558450;3262650;53;–;–;3;3;–;–;10;14;3;4;6
CRS3035RES100mN3262600E4558500;4558550;3262650;55;5;–;3;–;3;–;11;18;–;6;6
CRS3035RES100mN3262600E4558600;4558650;3262650;47;4;–;3;3;3;7;12;11;–;–;3
CRS3035RES100mN3262600E4558700;4558750;3262650;94;3;3;3;3;–;–;19;15;17;13;17
CRS3035RES100mN3262600E4558800;4558850;3262650;123;3;5;3;–;–;7;26;39;11;5;22
CRS3035RES100mN3262600E4558900;4558950;3262650;105;4;–;5;4;5;7;23;27;8;9;16
CRS3035RES100mN3262600E4559100;4559150;3262650;88;–;–;3;–;–;4;26;17;6;18;13
CRS3035RES100mN3262600E4559200;4559250;3262650;51;4;3;3;3;–;5;8;11;4;6;5
CRS3035RES100mN3262600E4559300;4559350;3262650;26;–;–;–;–;–;3;–;8;4;3;–
CRS3035RES100mN3262600E4559400;4559450;3262650;40;–;3;–;–;–;–;5;4;7;6;10
CRS3035RES100mN3262600E4559500;4559550;3262650;47;–;–;–;4;3;4;5;15;4;3;11
CRS3035RES100mN3262600E4559600;4559650;3262650;41;–;3;–;–;3;–;9;7;4;3;9
CRS3035RES100mN3262600E4559700;4559750;3262650;42;3;–;3;–;–;4;6;15;7;–;8
CRS3035RES100mN3262600E4559800;4559850;3262650;52;4;3;3;3;3;–;11;15;3;4;9
CRS3035RES100mN3262600E4559900;4559950;3262650;22;–;–;–;3;–;–;4;5;–;3;8
CRS3035RES100mN3262600E4560100;4560150;3262650;111;6;10;8;4;5;18;23;29;7;5;7
CRS3035RES100mN3262600E4560200;4560250;3262650;126;–;6;6;12;4;17;22;30;8;17;6
CRS3035RES100mN3262600E4560300;4560350;3262650;32;4;–;–;–;–;3;9;7;7;3;–
CRS3035RES100mN3262600E4560700;4560750;3262650;26;3;–;–;–;3;3;5;7;6;–;3
CRS3035RES100mN3262600E4560800;4560850;3262650;39;3;3;–;–;–;3;7;3;8;8;–
CRS3035RES100mN3262600E4560900;4560950;3262650;5;–;–;–;–;–;3;–;3;–;–;–
CRS3035RES100mN3262600E4561000;4561050;3262650;41;–;–;–;3;–;3;3;11;7;6;8
CRS3035RES100mN3262600E4561200;4561250;3262650;3;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3262600E4561300;4561350;3262650;9;–;–;–;–;–;–;–;7;–;–;–
CRS3035RES100mN3262600E4561400;4561450;3262650;26;3;3;–;–;–;–;6;7;6;–;–
CRS3035RES100mN3262600E4561500;4561550;3262650;52;3;3;5;3;–;3;9;22;4;–;3
CRS3035RES100mN3262600E4561600;4561650;3262650;63;–;4;5;3;3;4;12;19;3;4;6
CRS3035RES100mN3262600E4561700;4561750;3262650;18;–;–;–;–;–;–;–;4;3;3;3
CRS3035RES100mN3262600E4561800;4561850;3262650;72;–;6;3;10;3;–;13;14;12;3;13
CRS3035RES100mN3262600E4561900;4561950;3262650;21;–;–;–;4;–;3;–;9;–;–;–
CRS3035RES100mN3262600E4562000;4562050;3262650;6;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3262600E4562300;4562350;3262650;9;–;–;–;–;–;3;–;4;3;–;–
CRS3035RES100mN3262600E4562400;4562450;3262650;9;–;–;–;3;–;–;3;–;–;3;–
CRS3035RES100mN3262600E4562500;4562550;3262650;21;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3262600E4562600;4562650;3262650;38;–;3;–;4;3;–;4;8;–;–;–
CRS3035RES100mN3262600E4564300;4564350;3262650;148;7;5;3;3;–;5;37;50;11;12;9
CRS3035RES100mN3262600E4564400;4564450;3262650;120;6;–;7;6;3;4;37;31;15;7;3
CRS3035RES100mN3262600E4564500;4564550;3262650;132;3;3;10;4;3;4;38;37;10;11;13
CRS3035RES100mN3262600E4564600;4564650;3262650;7;–;–;–;–;–;–;–;–;3;–;–
CRS3035RES100mN3262600E4565000;4565050;3262650;35;3;–;3;7;3;–;3;11;3;5;5
CRS3035RES100mN3262600E4565100;4565150;3262650;28;3;–;3;3;–;–;7;3;–;5;6
CRS3035RES100mN3262600E4565200;4565250;3262650;30;3;–;–;–;–;–;3;4;9;5;8
CRS3035RES100mN3262600E4565300;4565350;3262650;26;–;3;–;–;–;–;4;7;7;4;4
CRS3035RES100mN3262600E4565400;4565450;3262650;19;–;–;–;–;–;3;–;6;3;3;3
CRS3035RES100mN3262600E4565500;4565550;3262650;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3262600E4569500;4569550;3262650;22;–;–;–;–;–;–;–;–;–;6;8
CRS3035RES100mN3262600E4569600;4569650;3262650;18;–;–;3;3;–;–;5;5;–;3;–
CRS3035RES100mN3262600E4570100;4570150;3262650;26;–;3;5;–;–;–;–;13;4;–;–
CRS3035RES100mN3262600E4570200;4570250;3262650;27;3;–;–;–;–;–;3;15;4;3;5
CRS3035RES100mN3262600E4570300;4570350;3262650;21;–;–;3;3;–;3;3;8;6;5;–
CRS3035RES100mN3262600E4570400;4570450;3262650;16;–;–;–;–;3;–;–;4;5;3;–
CRS3035RES100mN3262600E4571000;4571050;3262650;8;–;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3262600E4571100;4571150;3262650;16;–;–;–;–;–;3;–;6;5;–;3
CRS3035RES100mN3262700E4536000;4536050;3262750;26;–;3;–;3;–;3;3;10;3;–;–
CRS3035RES100mN3262700E4536100;4536150;3262750;22;–;–;–;3;–;3;3;3;3;5;3
CRS3035RES100mN3262700E4537600;4537650;3262750;6;–;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3262700E4537700;4537750;3262750;13;–;3;–;–;–;–;3;3;4;3;–
CRS3035RES100mN3262700E4537800;4537850;3262750;422;41;19;17;17;14;65;153;70;16;10;3
CRS3035RES100mN3262700E4538100;4538150;3262750;6;–;–;–;–;–;–;4;–;–;–;3
CRS3035RES100mN3262700E4538200;4538250;3262750;8;–;–;–;–;–;–;–;9;3;–;–
CRS3035RES100mN3262700E4538300;4538350;3262750;31;–;–;–;4;3;3;3;10;6;3;6
CRS3035RES100mN3262700E4538400;4538450;3262750;17;–;–;–;–;3;–;3;4;–;3;7
CRS3035RES100mN3262700E4538600;4538650;3262750;45;–;–;3;3;3;–;6;10;4;8;9
CRS3035RES100mN3262700E4538700;4538750;3262750;46;–;–;–;3;–;–;4;8;12;9;11
CRS3035RES100mN3262700E4538800;4538850;3262750;55;3;4;6;10;3;4;3;17;3;3;3
CRS3035RES100mN3262700E4538900;4538950;3262750;40;3;–;3;4;–;10;3;12;4;4;–
CRS3035RES100mN3262700E4539000;4539050;3262750;46;3;4;4;4;–;–;10;7;4;–;10
CRS3035RES100mN3262700E4539100;4539150;3262750;29;–;–;4;3;–;–;–;11;–;–;5
CRS3035RES100mN3262700E4539200;4539250;3262750;3;–;–;–;–;–;–;–;3;–;3;3
CRS3035RES100mN3262700E4539300;4539350;3262750;20;–;–;3;–;–;5;–;11;–;–;–
CRS3035RES100mN3262700E4539400;4539450;3262750;12;–;3;–;3;–;–;–;–;–;4;–
CRS3035RES100mN3262700E4539500;4539550;3262750;17;3;–;3;–;–;–;4;3;3;5;4
CRS3035RES100mN3262700E4539600;4539650;3262750;8;–;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3262700E4539700;4539750;3262750;57;–;–;–;–;–;–;20;10;–;5;14
CRS3035RES100mN3262700E4539800;4539850;3262750;28;–;–;–;3;–;–;3;11;–;–;6
CRS3035RES100mN3262700E4539900;4539950;3262750;12;–;–;–;3;–;–;–;4;–;–;3
CRS3035RES100mN3262700E4540000;4540050;3262750;69;–;–;–;–;–;–;–;–;5;–;63
CRS3035RES100mN3262700E4540100;4540150;3262750;67;–;–;4;8;4;3;6;25;3;3;11
CRS3035RES100mN3262700E4540200;4540250;3262750;85;–;3;4;5;–;5;5;26;9;11;18
CRS3035RES100mN3262700E4540300;4540350;3262750;43;–;–;–;–;3;8;3;18;5;3;6
CRS3035RES100mN3262700E4540400;4540450;3262750;53;–;–;–;–;6;10;9;14;6;3;7
CRS3035RES100mN3262700E4540500;4540550;3262750;70;–;–;3;7;4;8;3;19;3;7;17
CRS3035RES100mN3262700E4540600;4540650;3262750;38;–;–;3;–;3;–;6;7;6;3;8
CRS3035RES100mN3262700E4540700;4540750;3262750;33;–;–;–;4;3;3;–;12;3;8;5
CRS3035RES100mN3262700E4540800;4540850;3262750;41;–;3;4;3;–;3;8;8;–;4;10
CRS3035RES100mN3262700E4540900;4540950;3262750;10;–;–;3;–;–;–;–;4;–;–;–
CRS3035RES100mN3262700E4541400;4541450;3262750;4;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3262700E4541600;4541650;3262750;4;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3262700E4542300;4542350;3262750;45;–;3;–;3;–;3;11;12;5;3;6
CRS3035RES100mN3262700E4542400;4542450;3262750;117;5;3;3;10;–;6;22;36;13;5;12
CRS3035RES100mN3262700E4542500;4542550;3262750;101;–;5;6;6;–;9;20;30;5;9;12
CRS3035RES100mN3262700E4542600;4542650;3262750;57;–;–;–;5;–;–;11;21;9;3;–
CRS3035RES100mN3262700E4542700;4542750;3262750;61;–;4;–;–;–;–;11;14;4;9;13
CRS3035RES100mN3262700E4542800;4542850;3262750;23;–;–;3;–;–;–;7;6;–;4;3
CRS3035RES100mN3262700E4542900;4542950;3262750;55;–;–;3;5;4;–;–;17;4;–;17
CRS3035RES100mN3262700E4543000;4543050;3262750;43;3;–;3;4;–;3;4;10;–;–;9
CRS3035RES100mN3262700E4543100;4543150;3262750;37;3;–;–;3;3;–;3;12;–;4;4
CRS3035RES100mN3262700E4543200;4543250;3262750;30;–;–;–;–;–;3;6;7;7;5;4
CRS3035RES100mN3262700E4543400;4543450;3262750;23;–;–;–;–;–;3;3;11;–;–;3
CRS3035RES100mN3262700E4543500;4543550;3262750;17;–;–;–;3;–;–;–;3;–;3;9
CRS3035RES100mN3262700E4543600;4543650;3262750;54;–;3;3;10;3;3;3;17;6;6;5
CRS3035RES100mN3262700E4543700;4543750;3262750;41;–;3;3;–;3;4;5;9;5;–;8
CRS3035RES100mN3262700E4543800;4543850;3262750;25;–;3;–;3;–;3;3;10;4;3;4
CRS3035RES100mN3262700E4543900;4543950;3262750;43;–;3;–;3;–;3;4;8;10;4;7
CRS3035RES100mN3262700E4544000;4544050;3262750;50;–;–;–;–;4;3;3;19;3;9;7
CRS3035RES100mN3262700E4544100;4544150;3262750;7;–;–;–;–;–;–;–;–;–;3;5
CRS3035RES100mN3262700E4544200;4544250;3262750;3;–;–;–;3;–;–;–;3;3;–;–
CRS3035RES100mN3262700E4544500;4544550;3262750;24;–;–;–;–;–;–;–;13;–;6;–
CRS3035RES100mN3262700E4544600;4544650;3262750;49;–;–;3;4;3;–;5;12;4;4;14
CRS3035RES100mN3262700E4544700;4544750;3262750;53;–;–;–;4;3;7;4;15;3;10;10
CRS3035RES100mN3262700E4544800;4544850;3262750;71;5;3;5;5;3;9;5;20;6;12;6
CRS3035RES100mN3262700E4544900;4544950;3262750;64;3;3;3;8;3;–;6;23;4;5;6
CRS3035RES100mN3262700E4545000;4545050;3262750;112;3;4;3;14;4;4;10;37;10;17;10
CRS3035RES100mN3262700E4545100;4545150;3262750;68;–;3;4;11;3;3;5;24;7;11;3
CRS3035RES100mN3262700E4545200;4545250;3262750;109;3;–;–;12;4;8;8;33;17;13;9
CRS3035RES100mN3262700E4545300;4545350;3262750;113;3;–;7;16;11;14;6;50;7;7;–
CRS3035RES100mN3262700E4545400;4545450;3262750;150;–;–;6;19;9;3;4;54;15;10;24
CRS3035RES100mN3262700E4545500;4545550;3262750;103;–;–;5;25;7;8;5;40;11;3;–
CRS3035RES100mN3262700E4545600;4545650;3262750;68;–;–;4;13;–;–;3;29;3;3;–
CRS3035RES100mN3262700E4545700;4545750;3262750;71;–;–;8;16;–;3;8;26;3;4;–
CRS3035RES100mN3262700E4545800;4545850;3262750;93;–;4;–;8;3;8;10;28;7;10;13
CRS3035RES100mN3262700E4545900;4545950;3262750;4;–;–;–;–;–;–;–;3;–;3;–
CRS3035RES100mN3262700E4546200;4546250;3262750;98;3;4;9;9;–;3;23;39;4;–;3
CRS3035RES100mN3262700E4546300;4546350;3262750;39;3;–;4;5;–;3;4;7;6;4;3
CRS3035RES100mN3262700E4546400;4546450;3262750;111;3;–;4;–;3;7;21;19;14;13;25
CRS3035RES100mN3262700E4546500;4546550;3262750;44;–;3;5;5;3;–;3;19;–;–;3
CRS3035RES100mN3262700E4546600;4546650;3262750;66;6;3;–;5;–;3;9;18;4;5;13
CRS3035RES100mN3262700E4546700;4546750;3262750;27;–;3;–;–;3;–;4;10;3;4;5
CRS3035RES100mN3262700E4546800;4546850;3262750;14;3;–;–;–;–;–;3;–;–;4;4
CRS3035RES100mN3262700E4546900;4546950;3262750;109;3;–;4;–;–;7;23;30;5;11;27
CRS3035RES100mN3262700E4547000;4547050;3262750;94;3;3;3;5;–;4;16;35;4;7;15
CRS3035RES100mN3262700E4547200;4547250;3262750;123;5;5;9;10;3;3;31;32;6;8;13
CRS3035RES100mN3262700E4547300;4547350;3262750;136;9;4;4;10;4;9;17;38;10;13;17
CRS3035RES100mN3262700E4547400;4547450;3262750;125;3;4;4;9;5;–;11;31;14;19;15
CRS3035RES100mN3262700E4547500;4547550;3262750;83;–;5;6;8;4;3;11;24;5;7;16
CRS3035RES100mN3262700E4547600;4547650;3262750;88;4;3;5;6;3;5;10;22;9;14;16
CRS3035RES100mN3262700E4547700;4547750;3262750;151;13;5;11;10;6;9;35;47;7;–;9
CRS3035RES100mN3262700E4547800;4547850;3262750;73;–;–;–;3;–;6;6;30;6;7;18
CRS3035RES100mN3262700E4547900;4547950;3262750;54;–;–;4;3;3;–;6;13;5;6;12
CRS3035RES100mN3262700E4548000;4548050;3262750;55;3;7;–;3;4;–;12;19;6;3;5
CRS3035RES100mN3262700E4548100;4548150;3262750;61;–;7;–;3;–;–;11;15;8;6;9
CRS3035RES100mN3262700E4548200;4548250;3262750;141;17;3;3;3;–;15;53;29;3;7;–
CRS3035RES100mN3262700E4548300;4548350;3262750;220;36;16;9;–;7;30;92;24;3;4;–
CRS3035RES100mN3262700E4548400;4548450;3262750;24;–;–;–;3;–;3;3;14;3;3;6
CRS3035RES100mN3262700E4548500;4548550;3262750;98;12;4;8;5;–;4;25;26;10;6;9
CRS3035RES100mN3262700E4549500;4549550;3262750;4;–;–;–;–;–;–;–;3;3;–;–
CRS3035RES100mN3262700E4549600;4549650;3262750;112;4;3;4;8;4;4;24;16;16;13;10
CRS3035RES100mN3262700E4549700;4549750;3262750;131;5;5;6;6;–;10;19;36;16;14;9
CRS3035RES100mN3262700E4549800;4549850;3262750;114;5;6;5;8;3;4;26;24;13;12;13
CRS3035RES100mN3262700E4549900;4549950;3262750;80;3;5;5;3;3;–;16;17;8;10;9
CRS3035RES100mN3262700E4550000;4550050;3262750;68;–;–;–;6;–;3;6;26;3;8;16
CRS3035RES100mN3262700E4550100;4550150;3262750;48;–;3;3;–;3;3;3;16;6;6;7
CRS3035RES100mN3262700E4550200;4550250;3262750;11;–;–;3;–;–;–;3;4;–;3;–
CRS3035RES100mN3262700E4551400;4551450;3262750;30;–;–;–;3;5;3;3;13;3;3;–
CRS3035RES100mN3262700E4551600;4551650;3262750;20;–;–;–;–;–;–;–;6;4;5;–
CRS3035RES100mN3262700E4551700;4551750;3262750;9;–;–;–;–;–;–;–;5;–;–;6
CRS3035RES100mN3262700E4551800;4551850;3262750;37;–;3;–;3;–;3;6;10;–;–;11
CRS3035RES100mN3262700E4551900;4551950;3262750;22;–;–;–;–;–;–;–;4;6;3;8
CRS3035RES100mN3262700E4552000;4552050;3262750;25;–;–;–;–;–;3;6;6;4;4;5
CRS3035RES100mN3262700E4552100;4552150;3262750;75;3;3;3;4;3;3;16;16;13;7;12
CRS3035RES100mN3262700E4552200;4552250;3262750;176;5;4;5;10;3;9;28;37;17;25;28
CRS3035RES100mN3262700E4552300;4552350;3262750;87;3;–;–;4;8;7;6;38;15;5;–
CRS3035RES100mN3262700E4552400;4552450;3262750;88;3;–;–;8;3;4;9;27;19;7;6
CRS3035RES100mN3262700E4552500;4552550;3262750;49;–;3;3;7;–;–;6;14;4;6;7
CRS3035RES100mN3262700E4552600;4552650;3262750;48;–;–;3;–;–;–;–;11;7;15;7
CRS3035RES100mN3262700E4552700;4552750;3262750;59;–;–;–;3;–;–;8;16;8;10;17
CRS3035RES100mN3262700E4552800;4552850;3262750;38;–;–;–;3;3;–;3;14;7;7;8
CRS3035RES100mN3262700E4552900;4552950;3262750;82;3;3;3;–;–;4;16;25;9;9;16
CRS3035RES100mN3262700E4553000;4553050;3262750;23;–;–;–;–;–;–;3;6;7;8;6
CRS3035RES100mN3262700E4553800;4553850;3262750;31;–;–;–;6;–;4;4;11;–;3;–
CRS3035RES100mN3262700E4553900;4553950;3262750;85;4;–;–;3;4;5;18;24;4;3;12
CRS3035RES100mN3262700E4554000;4554050;3262750;123;5;3;3;–;–;8;27;21;10;14;26
CRS3035RES100mN3262700E4554100;4554150;3262750;96;3;3;6;–;–;4;21;24;5;6;25
CRS3035RES100mN3262700E4554200;4554250;3262750;141;5;3;5;4;–;3;40;38;14;12;14
CRS3035RES100mN3262700E4554300;4554350;3262750;170;7;11;5;13;3;6;42;39;16;14;26
CRS3035RES100mN3262700E4554400;4554450;3262750;92;3;–;3;–;3;10;22;23;6;10;17
CRS3035RES100mN3262700E4554500;4554550;3262750;106;3;–;–;3;3;6;21;35;10;12;14
CRS3035RES100mN3262700E4554600;4554650;3262750;35;–;–;5;7;–;5;8;8;–;–;–
CRS3035RES100mN3262700E4554700;4554750;3262750;124;–;4;3;9;4;7;15;34;13;10;20
CRS3035RES100mN3262700E4554800;4554850;3262750;39;–;–;–;–;3;7;8;11;3;–;3
CRS3035RES100mN3262700E4554900;4554950;3262750;23;3;–;–;–;–;–;11;9;–;6;3
CRS3035RES100mN3262700E4555000;4555050;3262750;42;–;–;3;4;–;3;4;14;4;8;6
CRS3035RES100mN3262700E4555100;4555150;3262750;43;–;3;–;3;3;4;12;6;7;3;4
CRS3035RES100mN3262700E4555200;4555250;3262750;57;–;4;–;6;–;4;7;18;3;7;5
CRS3035RES100mN3262700E4555300;4555350;3262750;13;–;–;–;–;–;–;–;–;3;6;–
CRS3035RES100mN3262700E4555400;4555450;3262750;10;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3262700E4555500;4555550;3262750;14;–;3;–;–;–;–;3;–;3;–;4
CRS3035RES100mN3262700E4555600;4555650;3262750;18;–;–;–;3;3;–;–;5;–;–;9
CRS3035RES100mN3262700E4555700;4555750;3262750;15;3;–;–;–;–;3;6;3;–;–;–
CRS3035RES100mN3262700E4556000;4556050;3262750;163;–;6;8;11;4;8;24;53;10;18;23
CRS3035RES100mN3262700E4556100;4556150;3262750;319;9;11;13;14;9;16;49;71;33;42;51
CRS3035RES100mN3262700E4556200;4556250;3262750;135;3;–;4;11;–;5;29;30;17;8;15
CRS3035RES100mN3262700E4556300;4556350;3262750;314;9;17;15;19;8;19;62;82;26;18;39
CRS3035RES100mN3262700E4556400;4556450;3262750;22;–;–;–;–;–;3;5;8;3;4;3
CRS3035RES100mN3262700E4556500;4556550;3262750;120;4;–;3;5;6;12;16;32;18;19;8
CRS3035RES100mN3262700E4556600;4556650;3262750;388;9;17;13;17;12;14;78;109;32;41;51
CRS3035RES100mN3262700E4556900;4556950;3262750;13;3;–;–;–;–;3;3;3;–;–;4
CRS3035RES100mN3262700E4557000;4557050;3262750;22;3;–;3;3;3;3;–;8;–;–;8
CRS3035RES100mN3262700E4557100;4557150;3262750;23;3;–;–;3;3;–;3;3;4;–;5
CRS3035RES100mN3262700E4557300;4557350;3262750;112;7;4;7;5;–;12;16;27;13;10;19
CRS3035RES100mN3262700E4557400;4557450;3262750;65;–;–;5;6;6;5;7;20;7;–;12
CRS3035RES100mN3262700E4557500;4557550;3262750;18;–;–;3;–;–;–;–;6;4;–;–
CRS3035RES100mN3262700E4557600;4557650;3262750;171;5;6;18;23;12;8;31;44;12;6;6
CRS3035RES100mN3262700E4557700;4557750;3262750;43;3;3;–;–;–;6;8;12;–;3;4
CRS3035RES100mN3262700E4557800;4557850;3262750;463;17;18;7;10;3;20;117;81;66;66;55
CRS3035RES100mN3262700E4557900;4557950;3262750;19;–;–;–;–;–;–;4;–;8;3;–
CRS3035RES100mN3262700E4558000;4558050;3262750;49;5;–;4;6;6;3;3;14;3;4;3
CRS3035RES100mN3262700E4558100;4558150;3262750;10;–;–;–;–;–;3;–;3;–;–;3
CRS3035RES100mN3262700E4558200;4558250;3262750;69;–;3;4;3;–;4;11;24;4;5;9
CRS3035RES100mN3262700E4558300;4558350;3262750;27;–;–;–;4;–;3;3;6;–;4;6
CRS3035RES100mN3262700E4558400;4558450;3262750;38;–;–;–;–;–;–;3;11;5;4;14
CRS3035RES100mN3262700E4558500;4558550;3262750;20;–;–;–;–;3;–;–;9;3;–;4
CRS3035RES100mN3262700E4558600;4558650;3262750;42;–;–;4;6;3;–;8;14;6;–;–
CRS3035RES100mN3262700E4558700;4558750;3262750;74;3;–;–;–;–;–;17;20;3;16;16
CRS3035RES100mN3262700E4558800;4558850;3262750;126;–;3;–;–;–;6;33;26;13;7;35
CRS3035RES100mN3262700E4558900;4558950;3262750;117;4;3;3;–;3;12;19;43;6;8;19
CRS3035RES100mN3262700E4559000;4559050;3262750;20;–;–;–;–;–;3;–;6;3;–;7
CRS3035RES100mN3262700E4559100;4559150;3262750;48;4;–;3;–;–;4;9;10;6;6;6
CRS3035RES100mN3262700E4559200;4559250;3262750;56;–;3;3;–;–;3;11;15;8;8;8
CRS3035RES100mN3262700E4559300;4559350;3262750;32;3;–;–;3;–;3;4;7;3;–;5
CRS3035RES100mN3262700E4559400;4559450;3262750;33;3;–;–;3;–;–;–;9;6;3;7
CRS3035RES100mN3262700E4559500;4559550;3262750;74;–;3;–;10;–;8;17;23;5;3;6
CRS3035RES100mN3262700E4559600;4559650;3262750;37;–;–;3;7;–;–;3;11;3;5;5
CRS3035RES100mN3262700E4559700;4559750;3262750;54;3;–;3;4;5;–;8;17;8;4;7
CRS3035RES100mN3262700E4559800;4559850;3262750;64;4;–;4;4;3;3;3;23;10;5;3
CRS3035RES100mN3262700E4559900;4559950;3262750;16;–;–;3;–;–;–;7;–;–;–;3
CRS3035RES100mN3262700E4560200;4560250;3262750;49;–;–;–;–;–;5;7;15;4;7;6
CRS3035RES100mN3262700E4560700;4560750;3262750;11;–;–;–;–;–;–;–;–;4;–;3
CRS3035RES100mN3262700E4560800;4560850;3262750;58;3;5;6;5;–;3;10;16;8;3;3
CRS3035RES100mN3262700E4561000;4561050;3262750;32;–;–;–;3;3;–;3;15;–;–;3
CRS3035RES100mN3262700E4561100;4561150;3262750;49;–;–;3;6;–;3;14;16;5;–;–
CRS3035RES100mN3262700E4561200;4561250;3262750;82;3;3;3;5;3;3;21;14;6;7;11
CRS3035RES100mN3262700E4561300;4561350;3262750;62;–;–;–;–;3;–;20;20;8;4;4
CRS3035RES100mN3262700E4561400;4561450;3262750;170;6;5;10;21;4;13;42;36;15;14;5
CRS3035RES100mN3262700E4561500;4561550;3262750;93;3;5;4;8;3;6;24;21;7;3;13
CRS3035RES100mN3262700E4561600;4561650;3262750;54;–;3;3;3;–;5;7;18;7;4;5
CRS3035RES100mN3262700E4561700;4561750;3262750;12;–;3;–;–;–;–;–;4;–;3;3
CRS3035RES100mN3262700E4561800;4561850;3262750;10;–;–;–;3;3;–;–;5;–;–;–
CRS3035RES100mN3262700E4562000;4562050;3262750;35;–;–;–;–;3;–;3;18;4;4;4
CRS3035RES100mN3262700E4562100;4562150;3262750;39;–;–;3;3;3;3;–;16;8;4;–
CRS3035RES100mN3262700E4562200;4562250;3262750;5;–;–;–;–;–;–;–;3;–;–;–
CRS3035RES100mN3262700E4562400;4562450;3262750;5;–;–;–;–;3;–;–;3;–;3;–
CRS3035RES100mN3262700E4562500;4562550;3262750;22;3;–;–;3;–;3;3;10;4;3;–
CRS3035RES100mN3262700E4564200;4564250;3262750;83;4;–;3;3;–;5;36;18;–;5;6
CRS3035RES100mN3262700E4564300;4564350;3262750;119;10;9;6;5;–;4;30;37;13;3;6
CRS3035RES100mN3262700E4564400;4564450;3262750;141;–;9;4;7;–;4;30;43;15;9;18
CRS3035RES100mN3262700E4564500;4564550;3262750;49;3;–;3;3;–;3;12;13;4;4;10
CRS3035RES100mN3262700E4564900;4564950;3262750;85;–;3;4;3;–;3;8;33;14;12;11
CRS3035RES100mN3262700E4565000;4565050;3262750;27;–;3;–;–;–;–;4;13;–;3;–
CRS3035RES100mN3262700E4565100;4565150;3262750;31;–;–;–;–;3;3;–;15;–;–;10
CRS3035RES100mN3262700E4565200;4565250;3262750;30;–;–;3;3;–;–;–;8;–;7;9
CRS3035RES100mN3262700E4565300;4565350;3262750;14;–;3;–;3;–;–;–;5;–;–;3
CRS3035RES100mN3262700E4565400;4565450;3262750;21;–;3;3;–;–;–;3;9;3;–;3
CRS3035RES100mN3262700E4565500;4565550;3262750;4;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3262700E4569900;4569950;3262750;4;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3262700E4570000;4570050;3262750;11;3;–;–;3;–;–;3;4;–;–;–
CRS3035RES100mN3262700E4570100;4570150;3262750;30;–;–;–;–;–;3;–;6;9;11;–
CRS3035RES100mN3262700E4570200;4570250;3262750;7;–;–;–;–;–;–;–;5;–;3;–
CRS3035RES100mN3262700E4570300;4570350;3262750;3;–;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3262700E4570600;4570650;3262750;12;–;3;3;–;–;–;3;–;–;3;–
CRS3035RES100mN3262700E4571000;4571050;3262750;6;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3262700E4571100;4571150;3262750;28;–;3;–;6;3;–;5;8;4;–;3
