GITTER_ID_100m;x_mp_100m;y_mp_100m;Insgesamt_Bevoelkerung;Deutschland;Ausland_Sonstige;EU27_Land;Sonstiges_Europa;Sonstige_Welt;Sonstige
CRS3035RES100mN3258500E4554100;4554150;3258550;60;48;9;6;–;4;–
CRS3035RES100mN3258500E4567200;4567250;3258550;16;16;–;–;–;–;–
CRS3035RES100mN3258500E4567300;4567350;3258550;31;31;–;–;–;–;–
CRS3035RES100mN3258500E4567400;4567450;3258550;19;19;–;–;–;–;–
CRS3035RES100mN3258500E4567500;4567550;3258550;28;29;3;–;–;–;–
CRS3035RES100mN3258500E4568900;4568950;3258550;3;3;–;–;–;–;–
CRS3035RES100mN3258500E4569000;4569050;3258550;6;7;3;–;–;–;–
CRS3035RES100mN3258500E4569100;4569150;3258550;34;27;9;4;5;–;–
CRS3035RES100mN3258500E4569200;4569250;3258550;6;4;–;–;–;–;–
CRS3035RES100mN3258500E4569400;4569450;3258550;4;4;–;–;–;–;–
CRS3035RES100mN3258500E4569500;4569550;3258550;16;14;3;3;–;–;–
CRS3035RES100mN3258600E4536200;4536250;3258650;4;3;3;–;–;3;–
CRS3035RES100mN3258600E4536300;4536350;3258650;8;6;3;–;–;–;–
CRS3035RES100mN3258600E4551000;4551050;3258650;34;30;8;–;3;–;–
CRS3035RES100mN3258600E4551100;4551150;3258650;15;9;3;3;–;–;–
CRS3035RES100mN3258600E4551300;4551350;3258650;24;22;5;3;–;–;–
CRS3035RES100mN3258600E4551600;4551650;3258650;61;48;11;8;–;3;–
CRS3035RES100mN3258600E4551700;4551750;3258650;62;52;6;5;3;3;–
CRS3035RES100mN3258600E4551800;4551850;3258650;51;48;6;3;–;3;–
CRS3035RES100mN3258600E4551900;4551950;3258650;127;106;18;8;3;7;–
CRS3035RES100mN3258600E4552000;4552050;3258650;18;14;3;3;–;–;–
CRS3035RES100mN3258600E4552100;4552150;3258650;74;44;32;6;7;14;–
CRS3035RES100mN3258600E4552200;4552250;3258650;40;35;7;–;–;6;–
CRS3035RES100mN3258600E4552300;4552350;3258650;47;42;4;3;3;–;–
CRS3035RES100mN3258600E4552400;4552450;3258650;24;20;7;–;–;6;–
CRS3035RES100mN3258600E4552500;4552550;3258650;40;29;14;–;–;9;–
CRS3035RES100mN3258600E4552600;4552650;3258650;42;37;–;3;–;–;–
CRS3035RES100mN3258600E4552700;4552750;3258650;131;111;16;14;6;3;–
CRS3035RES100mN3258600E4552800;4552850;3258650;40;26;11;–;3;7;–
CRS3035RES100mN3258600E4552900;4552950;3258650;36;35;3;3;–;–;–
CRS3035RES100mN3258600E4553000;4553050;3258650;28;24;5;–;3;–;–
CRS3035RES100mN3258600E4553100;4553150;3258650;61;54;5;–;–;–;–
CRS3035RES100mN3258600E4553200;4553250;3258650;188;140;49;27;14;9;–
CRS3035RES100mN3258600E4553300;4553350;3258650;176;142;32;22;3;8;3
CRS3035RES100mN3258600E4553400;4553450;3258650;88;68;19;8;–;9;–
CRS3035RES100mN3258600E4553500;4553550;3258650;162;101;65;30;16;20;–
CRS3035RES100mN3258600E4553600;4553650;3258650;41;33;4;–;3;–;–
CRS3035RES100mN3258600E4553700;4553750;3258650;37;33;3;3;3;–;–
CRS3035RES100mN3258600E4553800;4553850;3258650;40;37;5;–;3;–;–
CRS3035RES100mN3258600E4553900;4553950;3258650;40;37;4;3;–;–;–
CRS3035RES100mN3258600E4554000;4554050;3258650;43;34;10;–;–;9;–
CRS3035RES100mN3258600E4554100;4554150;3258650;28;20;5;3;–;3;–
CRS3035RES100mN3258600E4567400;4567450;3258650;20;20;–;–;–;–;–
CRS3035RES100mN3258600E4567500;4567550;3258650;32;32;–;–;–;–;–
CRS3035RES100mN3258600E4567600;4567650;3258650;27;27;–;–;–;–;–
CRS3035RES100mN3258600E4567700;4567750;3258650;23;24;–;–;–;–;–
CRS3035RES100mN3258600E4569000;4569050;3258650;18;18;–;–;–;–;–
CRS3035RES100mN3258600E4569100;4569150;3258650;24;19;6;3;3;3;–
CRS3035RES100mN3258700E4534600;4534650;3258750;19;15;3;–;–;–;–
CRS3035RES100mN3258700E4535300;4535350;3258750;3;–;–;–;–;–;–
CRS3035RES100mN3258700E4536100;4536150;3258750;11;6;3;3;–;–;–
CRS3035RES100mN3258700E4536200;4536250;3258750;12;6;3;3;–;–;–
CRS3035RES100mN3258700E4536300;4536350;3258750;11;11;–;–;–;–;–
CRS3035RES100mN3258700E4536400;4536450;3258750;3;3;–;–;–;–;–
CRS3035RES100mN3258700E4536500;4536550;3258750;3;3;–;–;–;–;–
CRS3035RES100mN3258700E4551000;4551050;3258750;26;25;3;3;–;–;–
CRS3035RES100mN3258700E4551100;4551150;3258750;32;26;10;3;3;3;–
CRS3035RES100mN3258700E4551200;4551250;3258750;26;25;4;–;5;–;–
CRS3035RES100mN3258700E4551300;4551350;3258750;41;30;8;3;3;3;–
CRS3035RES100mN3258700E4551400;4551450;3258750;45;40;3;–;–;–;–
CRS3035RES100mN3258700E4551500;4551550;3258750;12;12;–;–;–;–;–
CRS3035RES100mN3258700E4551600;4551650;3258750;32;29;–;–;–;3;–
CRS3035RES100mN3258700E4551700;4551750;3258750;30;28;–;–;–;–;–
CRS3035RES100mN3258700E4551800;4551850;3258750;27;22;7;3;–;–;–
CRS3035RES100mN3258700E4551900;4551950;3258750;40;28;10;–;–;7;–
CRS3035RES100mN3258700E4552000;4552050;3258750;29;24;6;–;3;–;3
CRS3035RES100mN3258700E4552100;4552150;3258750;87;72;13;–;11;3;–
CRS3035RES100mN3258700E4552200;4552250;3258750;59;44;11;–;–;5;–
CRS3035RES100mN3258700E4552300;4552350;3258750;31;27;3;3;–;–;–
CRS3035RES100mN3258700E4552400;4552450;3258750;53;48;8;–;5;–;–
CRS3035RES100mN3258700E4552500;4552550;3258750;16;12;–;3;–;–;–
CRS3035RES100mN3258700E4552600;4552650;3258750;76;68;9;–;–;–;–
CRS3035RES100mN3258700E4552700;4552750;3258750;209;143;65;28;16;18;3
CRS3035RES100mN3258700E4552800;4552850;3258750;181;135;48;18;16;15;–
CRS3035RES100mN3258700E4552900;4552950;3258750;21;14;10;–;10;–;–
CRS3035RES100mN3258700E4553000;4553050;3258750;34;22;9;3;–;4;–
CRS3035RES100mN3258700E4553100;4553150;3258750;76;65;13;3;9;–;–
CRS3035RES100mN3258700E4553200;4553250;3258750;93;81;13;9;3;–;–
CRS3035RES100mN3258700E4553300;4553350;3258750;159;107;49;17;11;16;–
CRS3035RES100mN3258700E4553400;4553450;3258750;228;165;66;26;18;26;–
CRS3035RES100mN3258700E4553500;4553550;3258750;177;131;48;26;14;9;–
CRS3035RES100mN3258700E4553600;4553650;3258750;55;39;12;8;3;3;–
CRS3035RES100mN3258700E4553700;4553750;3258750;42;40;3;–;–;3;–
CRS3035RES100mN3258700E4553800;4553850;3258750;30;22;7;–;6;3;–
CRS3035RES100mN3258700E4553900;4553950;3258750;42;32;7;6;3;–;–
CRS3035RES100mN3258700E4554000;4554050;3258750;35;33;4;–;–;4;–
CRS3035RES100mN3258700E4567500;4567550;3258750;3;3;–;–;–;–;–
CRS3035RES100mN3258700E4567600;4567650;3258750;29;26;4;–;–;4;–
CRS3035RES100mN3258700E4567700;4567750;3258750;35;27;8;–;3;–;–
CRS3035RES100mN3258700E4567800;4567850;3258750;8;8;–;–;–;–;–
CRS3035RES100mN3258800E4534500;4534550;3258850;46;36;7;7;–;3;–
CRS3035RES100mN3258800E4534600;4534650;3258850;3;3;–;–;–;–;–
CRS3035RES100mN3258800E4534700;4534750;3258850;31;25;3;–;3;5;3
CRS3035RES100mN3258800E4534800;4534850;3258850;72;63;13;6;3;3;–
CRS3035RES100mN3258800E4534900;4534950;3258850;24;23;3;–;–;–;–
CRS3035RES100mN3258800E4535000;4535050;3258850;15;11;7;–;6;–;–
CRS3035RES100mN3258800E4551000;4551050;3258850;17;17;–;–;–;–;–
CRS3035RES100mN3258800E4551100;4551150;3258850;42;37;7;–;–;5;–
CRS3035RES100mN3258800E4551200;4551250;3258850;41;37;8;8;–;3;–
CRS3035RES100mN3258800E4551300;4551350;3258850;61;50;8;3;9;3;–
CRS3035RES100mN3258800E4551400;4551450;3258850;39;32;6;3;–;3;–
CRS3035RES100mN3258800E4551500;4551550;3258850;13;12;–;–;–;–;–
CRS3035RES100mN3258800E4551600;4551650;3258850;29;21;12;–;7;–;–
CRS3035RES100mN3258800E4551700;4551750;3258850;38;31;6;6;–;–;–
CRS3035RES100mN3258800E4551800;4551850;3258850;22;22;–;–;–;–;–
CRS3035RES100mN3258800E4551900;4551950;3258850;12;12;–;–;–;–;–
CRS3035RES100mN3258800E4552000;4552050;3258850;82;54;26;3;6;21;–
CRS3035RES100mN3258800E4552100;4552150;3258850;51;43;7;–;–;10;–
CRS3035RES100mN3258800E4552200;4552250;3258850;105;92;18;8;3;5;–
CRS3035RES100mN3258800E4552300;4552350;3258850;157;139;20;6;4;4;–
CRS3035RES100mN3258800E4552400;4552450;3258850;292;200;90;18;15;57;–
CRS3035RES100mN3258800E4552500;4552550;3258850;257;211;50;18;11;20;–
CRS3035RES100mN3258800E4552600;4552650;3258850;121;107;11;9;–;3;–
CRS3035RES100mN3258800E4552700;4552750;3258850;162;143;21;10;8;3;–
CRS3035RES100mN3258800E4552800;4552850;3258850;75;66;12;8;–;–;–
CRS3035RES100mN3258800E4552900;4552950;3258850;62;54;9;5;–;3;–
CRS3035RES100mN3258800E4553000;4553050;3258850;17;12;8;8;–;–;–
CRS3035RES100mN3258800E4553100;4553150;3258850;36;36;–;–;–;–;–
CRS3035RES100mN3258800E4553200;4553250;3258850;67;62;9;5;–;–;–
CRS3035RES100mN3258800E4553300;4553350;3258850;64;53;10;5;3;3;–
CRS3035RES100mN3258800E4553400;4553450;3258850;48;41;6;3;–;3;–
CRS3035RES100mN3258800E4553500;4553550;3258850;43;41;5;5;3;–;–
CRS3035RES100mN3258800E4553600;4553650;3258850;35;33;–;–;–;–;–
CRS3035RES100mN3258800E4553700;4553750;3258850;27;22;7;–;4;–;–
CRS3035RES100mN3258800E4553800;4553850;3258850;48;41;5;6;–;–;–
CRS3035RES100mN3258800E4553900;4553950;3258850;29;23;6;6;–;3;–
CRS3035RES100mN3258800E4554000;4554050;3258850;39;32;5;–;–;4;–
CRS3035RES100mN3258800E4567700;4567750;3258850;6;6;–;–;–;–;–
CRS3035RES100mN3258900E4534500;4534550;3258950;58;42;20;5;13;4;–
CRS3035RES100mN3258900E4534600;4534650;3258950;35;27;11;3;3;8;–
CRS3035RES100mN3258900E4534700;4534750;3258950;3;3;–;–;–;–;–
CRS3035RES100mN3258900E4534800;4534850;3258950;19;15;7;3;3;–;–
CRS3035RES100mN3258900E4534900;4534950;3258950;38;23;16;11;3;3;–
CRS3035RES100mN3258900E4535000;4535050;3258950;40;34;4;4;3;–;–
CRS3035RES100mN3258900E4551000;4551050;3258950;37;37;3;3;–;–;–
CRS3035RES100mN3258900E4551100;4551150;3258950;29;29;4;4;–;–;–
CRS3035RES100mN3258900E4551200;4551250;3258950;25;22;6;5;–;3;–
CRS3035RES100mN3258900E4551300;4551350;3258950;50;45;3;3;–;3;–
CRS3035RES100mN3258900E4551400;4551450;3258950;32;31;–;–;–;–;–
CRS3035RES100mN3258900E4551500;4551550;3258950;42;41;3;3;3;–;–
CRS3035RES100mN3258900E4551600;4551650;3258950;19;18;3;3;–;–;–
CRS3035RES100mN3258900E4551700;4551750;3258950;54;39;12;5;–;–;–
CRS3035RES100mN3258900E4551800;4551850;3258950;34;25;9;3;–;3;–
CRS3035RES100mN3258900E4551900;4551950;3258950;11;5;8;–;3;3;–
CRS3035RES100mN3258900E4552000;4552050;3258950;70;54;13;3;5;10;–
CRS3035RES100mN3258900E4552100;4552150;3258950;55;37;18;4;7;8;–
CRS3035RES100mN3258900E4552200;4552250;3258950;159;130;31;8;12;9;–
CRS3035RES100mN3258900E4552300;4552350;3258950;159;127;34;16;6;11;–
CRS3035RES100mN3258900E4552400;4552450;3258950;112;90;23;8;8;8;–
CRS3035RES100mN3258900E4552500;4552550;3258950;292;227;65;20;16;29;–
CRS3035RES100mN3258900E4552900;4552950;3258950;67;63;5;3;–;–;–
CRS3035RES100mN3258900E4553000;4553050;3258950;6;6;–;–;–;–;–
CRS3035RES100mN3258900E4553100;4553150;3258950;7;7;3;–;–;3;–
CRS3035RES100mN3258900E4553200;4553250;3258950;38;30;6;–;5;3;–
CRS3035RES100mN3258900E4553300;4553350;3258950;28;23;4;–;4;–;–
CRS3035RES100mN3258900E4553400;4553450;3258950;44;30;14;8;3;8;–
CRS3035RES100mN3258900E4553500;4553550;3258950;15;14;4;–;–;4;–
CRS3035RES100mN3258900E4553600;4553650;3258950;129;111;17;8;8;3;–
CRS3035RES100mN3258900E4553700;4553750;3258950;53;36;15;7;–;6;3
CRS3035RES100mN3258900E4553800;4553850;3258950;21;16;7;4;–;–;–
CRS3035RES100mN3258900E4553900;4553950;3258950;48;37;11;4;3;4;–
CRS3035RES100mN3258900E4554000;4554050;3258950;108;85;19;14;6;–;–
CRS3035RES100mN3259000E4534400;4534450;3259050;7;11;–;–;–;–;–
CRS3035RES100mN3259000E4534500;4534550;3259050;3;3;–;–;–;–;–
CRS3035RES100mN3259000E4534700;4534750;3259050;8;8;–;–;–;–;–
CRS3035RES100mN3259000E4534800;4534850;3259050;8;9;–;–;–;–;–
CRS3035RES100mN3259000E4551000;4551050;3259050;30;28;–;3;–;–;–
CRS3035RES100mN3259000E4551100;4551150;3259050;18;16;–;–;–;–;–
CRS3035RES100mN3259000E4551200;4551250;3259050;36;29;3;–;–;3;–
CRS3035RES100mN3259000E4551300;4551350;3259050;48;47;4;3;–;3;–
CRS3035RES100mN3259000E4551400;4551450;3259050;38;32;5;–;3;–;–
CRS3035RES100mN3259000E4551500;4551550;3259050;42;39;–;–;–;–;–
CRS3035RES100mN3259000E4551600;4551650;3259050;53;45;12;3;–;3;–
CRS3035RES100mN3259000E4551700;4551750;3259050;34;29;3;3;–;3;–
CRS3035RES100mN3259000E4551800;4551850;3259050;18;12;4;3;–;3;–
CRS3035RES100mN3259000E4551900;4551950;3259050;44;32;14;3;3;10;–
CRS3035RES100mN3259000E4552000;4552050;3259050;40;37;3;–;–;3;–
CRS3035RES100mN3259000E4552100;4552150;3259050;26;24;3;–;–;–;–
CRS3035RES100mN3259000E4552200;4552250;3259050;72;64;7;5;3;3;–
CRS3035RES100mN3259000E4552300;4552350;3259050;270;217;57;23;9;21;–
CRS3035RES100mN3259000E4552400;4552450;3259050;180;146;35;14;6;9;3
CRS3035RES100mN3259000E4552500;4552550;3259050;44;30;13;11;–;3;–
CRS3035RES100mN3259000E4552800;4552850;3259050;14;12;5;–;3;–;–
CRS3035RES100mN3259000E4552900;4552950;3259050;70;68;3;–;–;–;–
CRS3035RES100mN3259000E4553000;4553050;3259050;32;29;6;3;–;3;–
CRS3035RES100mN3259000E4553200;4553250;3259050;29;25;8;–;–;–;–
CRS3035RES100mN3259000E4553300;4553350;3259050;30;26;4;–;–;3;–
CRS3035RES100mN3259000E4553400;4553450;3259050;28;24;–;–;–;–;–
CRS3035RES100mN3259000E4553500;4553550;3259050;14;11;6;6;–;–;–
CRS3035RES100mN3259000E4553700;4553750;3259050;108;79;26;10;7;11;–
CRS3035RES100mN3259000E4553800;4553850;3259050;321;235;87;32;21;34;–
CRS3035RES100mN3259000E4553900;4553950;3259050;98;81;19;6;5;5;–
CRS3035RES100mN3259000E4568700;4568750;3259050;8;8;–;–;–;–;–
CRS3035RES100mN3259100E4551000;4551050;3259150;20;15;3;3;–;–;–
CRS3035RES100mN3259100E4551100;4551150;3259150;57;44;10;3;4;–;–
CRS3035RES100mN3259100E4551200;4551250;3259150;52;49;–;–;–;–;–
CRS3035RES100mN3259100E4551300;4551350;3259150;34;22;9;4;–;5;–
CRS3035RES100mN3259100E4551400;4551450;3259150;67;64;4;3;–;–;–
CRS3035RES100mN3259100E4551500;4551550;3259150;41;37;5;3;–;3;–
CRS3035RES100mN3259100E4551600;4551650;3259150;25;23;3;3;–;–;–
CRS3035RES100mN3259100E4551700;4551750;3259150;38;36;4;–;–;–;–
CRS3035RES100mN3259100E4551800;4551850;3259150;9;8;3;3;–;–;–
CRS3035RES100mN3259100E4551900;4551950;3259150;95;56;43;–;18;22;–
CRS3035RES100mN3259100E4552000;4552050;3259150;49;46;–;3;–;–;–
CRS3035RES100mN3259100E4552100;4552150;3259150;72;62;12;4;3;6;–
CRS3035RES100mN3259100E4552200;4552250;3259150;213;170;41;18;10;18;–
CRS3035RES100mN3259100E4552300;4552350;3259150;216;141;72;28;17;26;–
CRS3035RES100mN3259100E4552400;4552450;3259150;214;158;59;28;9;23;–
CRS3035RES100mN3259100E4552500;4552550;3259150;144;109;32;11;8;16;–
CRS3035RES100mN3259100E4552600;4552650;3259150;187;144;44;15;14;12;4
CRS3035RES100mN3259100E4552700;4552750;3259150;60;46;12;9;4;3;–
CRS3035RES100mN3259100E4552900;4552950;3259150;123;77;49;16;16;17;–
CRS3035RES100mN3259100E4553000;4553050;3259150;43;31;10;–;4;3;–
CRS3035RES100mN3259100E4553100;4553150;3259150;44;38;4;3;3;–;–
CRS3035RES100mN3259100E4553400;4553450;3259150;13;7;3;3;–;3;–
CRS3035RES100mN3259100E4553500;4553550;3259150;41;28;16;3;–;8;–
CRS3035RES100mN3259100E4553600;4553650;3259150;157;99;56;7;13;30;–
CRS3035RES100mN3259100E4553700;4553750;3259150;128;105;26;8;13;–;–
CRS3035RES100mN3259100E4553800;4553850;3259150;280;244;37;15;7;15;–
CRS3035RES100mN3259100E4553900;4553950;3259150;272;237;36;19;8;6;–
CRS3035RES100mN3259100E4568400;4568450;3259150;3;–;–;–;–;–;–
CRS3035RES100mN3259100E4568500;4568550;3259150;13;10;4;–;3;–;–
CRS3035RES100mN3259100E4568600;4568650;3259150;7;8;3;3;–;–;–
CRS3035RES100mN3259100E4568700;4568750;3259150;3;4;–;–;–;–;–
CRS3035RES100mN3259200E4551100;4551150;3259250;87;71;14;6;9;4;–
CRS3035RES100mN3259200E4551200;4551250;3259250;79;71;6;–;3;–;–
CRS3035RES100mN3259200E4551300;4551350;3259250;60;57;4;4;–;–;–
CRS3035RES100mN3259200E4551400;4551450;3259250;43;34;10;6;–;–;–
CRS3035RES100mN3259200E4551500;4551550;3259250;40;37;6;6;–;–;–
CRS3035RES100mN3259200E4551600;4551650;3259250;61;55;8;5;–;4;–
CRS3035RES100mN3259200E4551700;4551750;3259250;13;10;4;–;–;–;–
CRS3035RES100mN3259200E4551800;4551850;3259250;58;43;18;3;4;7;–
CRS3035RES100mN3259200E4551900;4551950;3259250;57;46;9;3;4;3;–
CRS3035RES100mN3259200E4552000;4552050;3259250;130;105;26;12;4;7;–
CRS3035RES100mN3259200E4552100;4552150;3259250;63;51;14;5;–;7;–
CRS3035RES100mN3259200E4552200;4552250;3259250;208;151;54;6;10;39;–
CRS3035RES100mN3259200E4552300;4552350;3259250;198;152;45;15;11;18;–
CRS3035RES100mN3259200E4552400;4552450;3259250;288;213;72;34;26;13;–
CRS3035RES100mN3259200E4552700;4552750;3259250;49;38;9;4;–;7;–
CRS3035RES100mN3259200E4552800;4552850;3259250;7;4;–;–;–;–;–
CRS3035RES100mN3259200E4552900;4552950;3259250;97;79;15;4;6;5;–
CRS3035RES100mN3259200E4553000;4553050;3259250;29;29;–;–;–;–;–
CRS3035RES100mN3259200E4553100;4553150;3259250;54;44;10;3;5;3;3
CRS3035RES100mN3259200E4553200;4553250;3259250;37;37;–;–;–;–;–
CRS3035RES100mN3259200E4553300;4553350;3259250;22;20;3;–;3;–;–
CRS3035RES100mN3259200E4553400;4553450;3259250;34;24;8;5;4;–;–
CRS3035RES100mN3259200E4553500;4553550;3259250;121;53;65;14;11;39;3
CRS3035RES100mN3259200E4553600;4553650;3259250;301;159;144;33;26;85;–
CRS3035RES100mN3259200E4553700;4553750;3259250;128;56;69;7;20;42;–
CRS3035RES100mN3259200E4553800;4553850;3259250;449;277;169;36;49;88;–
CRS3035RES100mN3259200E4553900;4553950;3259250;254;155;97;24;28;44;–
CRS3035RES100mN3259200E4563200;4563250;3259250;12;12;–;–;–;–;–
CRS3035RES100mN3259200E4563300;4563350;3259250;61;47;16;–;7;9;–
CRS3035RES100mN3259200E4563400;4563450;3259250;20;20;–;–;–;–;–
CRS3035RES100mN3259200E4563500;4563550;3259250;9;9;–;–;–;–;–
CRS3035RES100mN3259200E4563600;4563650;3259250;15;13;–;–;–;–;–
CRS3035RES100mN3259200E4568200;4568250;3259250;18;18;–;–;–;–;–
CRS3035RES100mN3259200E4568300;4568350;3259250;20;20;3;–;–;3;–
CRS3035RES100mN3259200E4568400;4568450;3259250;19;20;–;–;–;–;–
CRS3035RES100mN3259200E4568500;4568550;3259250;32;32;–;–;–;–;–
CRS3035RES100mN3259200E4568600;4568650;3259250;22;23;–;–;–;–;–
CRS3035RES100mN3259300E4550200;4550250;3259350;6;5;3;3;–;–;–
CRS3035RES100mN3259300E4551100;4551150;3259350;75;69;3;3;–;–;–
CRS3035RES100mN3259300E4551200;4551250;3259350;37;37;3;–;–;–;–
CRS3035RES100mN3259300E4551300;4551350;3259350;43;47;–;–;–;–;–
CRS3035RES100mN3259300E4551400;4551450;3259350;36;35;4;4;–;–;–
CRS3035RES100mN3259300E4551500;4551550;3259350;40;35;8;–;5;4;–
CRS3035RES100mN3259300E4551600;4551650;3259350;42;34;10;3;6;3;–
CRS3035RES100mN3259300E4551700;4551750;3259350;7;5;–;–;–;–;–
CRS3035RES100mN3259300E4551800;4551850;3259350;50;33;20;–;5;13;–
CRS3035RES100mN3259300E4551900;4551950;3259350;60;47;11;5;–;9;–
CRS3035RES100mN3259300E4552000;4552050;3259350;23;12;8;–;4;4;–
CRS3035RES100mN3259300E4552100;4552150;3259350;107;90;15;3;4;8;–
CRS3035RES100mN3259300E4552200;4552250;3259350;213;174;41;13;16;8;–
CRS3035RES100mN3259300E4552300;4552350;3259350;19;19;–;–;–;–;–
CRS3035RES100mN3259300E4552400;4552450;3259350;15;12;6;6;–;–;–
CRS3035RES100mN3259300E4552600;4552650;3259350;3;3;–;–;–;–;–
CRS3035RES100mN3259300E4552800;4552850;3259350;85;70;13;9;3;3;–
CRS3035RES100mN3259300E4552900;4552950;3259350;63;54;6;–;5;–;–
CRS3035RES100mN3259300E4553000;4553050;3259350;19;15;5;–;3;–;–
CRS3035RES100mN3259300E4553100;4553150;3259350;43;33;9;6;3;–;–
CRS3035RES100mN3259300E4553200;4553250;3259350;62;50;15;8;3;3;–
CRS3035RES100mN3259300E4553300;4553350;3259350;138;109;28;16;10;3;–
CRS3035RES100mN3259300E4553400;4553450;3259350;194;142;55;19;7;29;–
CRS3035RES100mN3259300E4553500;4553550;3259350;62;46;16;6;–;10;–
CRS3035RES100mN3259300E4553600;4553650;3259350;154;83;69;10;7;53;–
CRS3035RES100mN3259300E4553700;4553750;3259350;391;210;180;23;38;122;–
CRS3035RES100mN3259300E4553800;4553850;3259350;182;86;93;18;28;48;–
CRS3035RES100mN3259300E4563300;4563350;3259350;7;7;–;–;–;–;–
CRS3035RES100mN3259300E4563400;4563450;3259350;30;25;9;–;6;–;–
CRS3035RES100mN3259300E4563500;4563550;3259350;10;10;–;–;–;–;–
CRS3035RES100mN3259300E4563600;4563650;3259350;27;25;–;–;–;–;–
CRS3035RES100mN3259300E4563700;4563750;3259350;20;16;6;3;–;3;–
CRS3035RES100mN3259300E4563800;4563850;3259350;16;16;–;–;–;–;–
CRS3035RES100mN3259300E4563900;4563950;3259350;29;27;5;5;–;–;–
CRS3035RES100mN3259300E4568000;4568050;3259350;3;3;–;–;–;–;–
CRS3035RES100mN3259300E4568100;4568150;3259350;28;25;–;–;–;–;–
CRS3035RES100mN3259300E4568200;4568250;3259350;26;26;–;–;–;–;–
